"Herb names (Chinese, English)",MOL_ID,MV,ALOGP,HDON,HACC,OB,CACO2,BBB,DL,FASA,HL,OB value,Caco2 value,DL value,HL value,Total
Ä¾Ôô(Common Scouring Rush Herb),MOL004020,318.25,1.24,6,8,35,-0.09,-1.02,0.31,0.36,15.05,TRUE,TRUE,TRUE,TRUE,TRUE
ÂúÉ½ºì(Dahurian Rhododendron Leaf),MOL004020,318.25,1.24,6,8,35,-0.09,-1.02,0.31,0.36,15.05,TRUE,TRUE,TRUE,TRUE,TRUE
Üù²Ë£¨Shepherdspurse Herb£©,MOL013306,402.43,2.56,0,8,42.84,0.88,0.31,0.51,0.13,15.05,TRUE,TRUE,TRUE,TRUE,TRUE
°Ë½ÇÁ«(Common Dysosmatis Rhizome and Root),MOL001712,576.6,0.37,4,13,45.88,-1.03,-1.97,0.71,0.23,15.06,TRUE,FALSE,TRUE,TRUE,FALSE
°Ë½ÇÁ«(Common Dysosmatis Rhizome and Root),MOL001712,576.6,0.37,4,13,45.88,-1.03,-1.97,0.71,0.23,15.06,TRUE,FALSE,TRUE,TRUE,FALSE
Ôí½Ç´Ì£¨Chinese Honeylocust Spine£©,MOL013179,286.25,1.77,4,6,52.6,0.21,-0.69,0.24,0.41,15.06,TRUE,TRUE,TRUE,TRUE,TRUE
³àÉÖ£¨Red Peony Root£©,MOL006992,318.3,1.89,4,7,59.98,0.17,-0.61,0.3,0.33,15.08,TRUE,TRUE,TRUE,TRUE,TRUE
Òð³Â£¨Virgate Wormwood Herb£©,MOL008039,360.34,2.29,3,8,57.4,0.4,-0.19,0.41,0.18,15.08,TRUE,TRUE,TRUE,TRUE,TRUE
ºÚÖ¥Âé(Black Sesame)(Black Sesame),MOL009834,370.38,2.55,0,7,40.13,0.69,-0.21,0.88,0.29,15.08,TRUE,TRUE,TRUE,TRUE,TRUE
°ÍêªÌì(Morinda Root),MOL009562,372.39,3.57,3,5,38.13,0.6,-0.17,0.76,0.41,15.09,TRUE,TRUE,TRUE,TRUE,TRUE
°ÍêªÌì(Morinda Root),MOL009562,372.39,3.57,3,5,38.13,0.6,-0.17,0.76,0.41,15.09,TRUE,TRUE,TRUE,TRUE,TRUE
¸²Åè×Ó(Palmleaf Raspberry Fruit),MOL008162,204.39,3.59,0,0,38.18,1.79,2.04,0.15,0.22,15.1,TRUE,TRUE,FALSE,TRUE,FALSE
¿î¶¬»¨(Common Coltsfoot Flower),MOL008162,204.39,3.59,0,0,38.18,1.79,2.04,0.15,0.22,15.1,TRUE,TRUE,FALSE,TRUE,FALSE
³£É½£¨Antifeverile Dichroa Root£©,MOL008162,204.39,3.59,0,0,38.18,1.79,2.04,0.15,0.22,15.1,TRUE,TRUE,FALSE,TRUE,FALSE
èúÊµ×Ó£¨Papermulberry Fruit£©,MOL008162,204.39,3.59,0,0,38.18,1.79,2.04,0.15,0.22,15.1,TRUE,TRUE,FALSE,TRUE,FALSE
Ä¾ºûµû£¨Indian Trumpetflower Seed£©£¨Indian Trumpetflower Seed£©,MOL013059,376.39,2.26,2,8,53.26,0.05,-0.6,0.42,0.22,15.13,TRUE,TRUE,TRUE,TRUE,TRUE
¼¦ÑªÌÙ£¨Suberect Spatholobus Stem£©£¨Suberect Spatholobus Stem£©,MOL000461,302.3,1.88,3,6,43.8,-0.06,-0.48,0.26,0,15.14,TRUE,TRUE,TRUE,TRUE,TRUE
Ïã¼ÓÆ¤£¨Chinese Silkvine Rootbark£©,MOL005671,921.25,5.04,2,16,42.87,-0.86,-1.9,0.02,0.22,15.14,TRUE,FALSE,FALSE,TRUE,FALSE
ÍÁÜòÜß£¨Poria£©£¨Glabrous Greenbrier Rhizome£©,MOL013129,304.27,1.49,5,7,63.17,-0.34,-0.92,0.27,0.39,15.14,TRUE,TRUE,TRUE,TRUE,TRUE
²ñºú£¨Chinese Thorowax Root£©,MOL004637,781.1,1.11,8,13,34.39,-1.94,-2.89,0.09,0.25,15.16,TRUE,FALSE,FALSE,TRUE,FALSE
ÇàÝï£¨Sweet Wormwood Herb£©,MOL007412,346.31,1.55,4,8,42.6,0.31,-0.69,0.37,0.25,15.16,TRUE,TRUE,TRUE,TRUE,TRUE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010411,300.33,3.12,3,5,82.94,0.51,-0.22,0.27,0.38,15.17,TRUE,TRUE,TRUE,TRUE,TRUE
ÉýÂé(Largetrifoliolious Bugbane Rhizome),MOL012040,526.49,-2.11,7,14,31.31,-1.86,-2.9,0.84,0.2,15.17,TRUE,FALSE,TRUE,TRUE,FALSE
ÔÂ¼¾»¨£¨Chinese Rose Flower£©,MOL002514,316.28,1.76,4,7,62.86,0.31,-0.5,0.3,0.32,15.19,TRUE,TRUE,TRUE,TRUE,TRUE
¸É½ª(Dried Ginger),MOL002514,316.28,1.76,4,7,62.86,0.31,-0.5,0.3,0.32,15.19,TRUE,TRUE,TRUE,TRUE,TRUE
ÔÂ¼¾»¨£¨Chinese Rose Flower£©,MOL002514,316.28,1.76,4,7,62.86,0.31,-0.5,0.3,0.32,15.19,TRUE,TRUE,TRUE,TRUE,TRUE
µ¤²Î£¨Salvia Root£©,MOL007094,282.36,3.24,0,3,50.43,0.88,0.51,0.31,0.34,15.19,TRUE,TRUE,TRUE,TRUE,TRUE
½ðÜñÂó£¨Rhizoma Fagopyri Cymosi£©,MOL007280,316.28,1.57,4,7,30.85,0.25,-0.58,0.3,0.3,15.19,TRUE,TRUE,TRUE,TRUE,TRUE
ÔÂ¼¾»¨£¨Chinese Rose Flower£©,MOL012689,418.47,4.58,2,6,36.79,0.86,-0.19,0.87,0.32,15.19,TRUE,TRUE,TRUE,TRUE,TRUE
ÔÂ¼¾»¨£¨Chinese Rose Flower£©,MOL012689,418.47,4.58,2,6,36.79,0.86,-0.19,0.87,0.32,15.19,TRUE,TRUE,TRUE,TRUE,TRUE
¾Õ»¨(Chrysanthemum Flower),MOL001733,344.34,2.55,2,7,30.23,0.7,-0.5,0.37,0.21,15.21,TRUE,TRUE,TRUE,TRUE,TRUE
°åÀ¶¸ù£¨Isatis Root£©,MOL001733,344.34,2.55,2,7,30.23,0.7,-0.5,0.37,0.21,15.21,TRUE,TRUE,TRUE,TRUE,TRUE
±±Áõ¼ÄÅ«(Herba Siphonostegiae),MOL001733,344.34,2.55,2,7,30.23,0.7,-0.5,0.37,0.21,15.21,TRUE,TRUE,TRUE,TRUE,TRUE
µ¤²Î£¨Salvia Root£©,MOL007156,296.34,2.44,2,4,45.64,0.48,-0.28,0.3,0.38,15.21,TRUE,TRUE,TRUE,TRUE,TRUE
Üù²Ë£¨Shepherdspurse Herb£©,MOL013296,288.27,1.75,4,6,50.91,-0.32,-1.14,0.24,0.44,15.21,TRUE,TRUE,TRUE,TRUE,TRUE
Ôí½Ç´Ì£¨Chinese Honeylocust Spine£©,MOL013296,288.27,1.75,4,6,50.91,-0.32,-1.14,0.24,0.44,15.21,TRUE,TRUE,TRUE,TRUE,TRUE
¹ÏÝä£¨Snakegourd Fruit£©,MOL005530,300.28,2.32,3,6,36.47,0.52,-0.44,0.27,0.31,15.22,TRUE,TRUE,TRUE,TRUE,TRUE
ÇàÒ¶µ¨£¨Mile Swertia Herb£©,MOL005530,300.28,2.32,3,6,36.47,0.52,-0.44,0.27,0.31,15.22,TRUE,TRUE,TRUE,TRUE,TRUE
É½ÜïÝÇ£¨Asiatic Cornelian Cherry Fruit£©,MOL005530,300.28,2.32,3,6,36.47,0.52,-0.44,0.27,0.31,15.22,TRUE,TRUE,TRUE,TRUE,TRUE
Ü¾»¨£¨Lilac Daphne Flower Bud£©,MOL005530,300.28,2.32,3,6,36.47,0.52,-0.44,0.27,0.31,15.22,TRUE,TRUE,TRUE,TRUE,TRUE
°ë±ßÁ«£¨Chinese Lobelia Herb£©,MOL005530,300.28,2.32,3,6,36.47,0.52,-0.44,0.27,0.31,15.22,TRUE,TRUE,TRUE,TRUE,TRUE
Üù²Ë£¨Shepherdspurse Herb£©,MOL013300,288.27,1.75,4,6,53.84,-0.17,-0.73,0.24,0.43,15.22,TRUE,TRUE,TRUE,TRUE,TRUE
Äµµ¤Æ¤(Tree Peony Root Bark),MOL007373,182.19,1.02,2,4,32.96,0.81,0.63,0.05,0.3,15.23,TRUE,TRUE,FALSE,TRUE,FALSE
¸Ê²Ý£¨Liquorice Root£©,MOL004898,340.4,4.49,4,5,46.27,0.41,-0.4,0.31,0.43,15.24,TRUE,TRUE,TRUE,TRUE,TRUE
¹È¾«²Ý£¨Pipewort Flower£©,MOL006426,336.32,0.07,3,8,42.22,0.38,-0.41,0.38,0.15,15.24,TRUE,TRUE,TRUE,TRUE,TRUE
ÏãéÚ(Citron Fruit),MOL013349,600.96,7.04,2,4,64.29,0.63,-1.16,0.54,0.32,15.24,TRUE,TRUE,TRUE,TRUE,TRUE
º£·çÌÙ£¨Kadsura Pepper Stem£©,MOL000323,372.45,2.59,0,6,56.83,0.57,0.17,0.5,0.29,15.28,TRUE,TRUE,TRUE,TRUE,TRUE
Üê³ÎÇÑ£¨Mountain Spicy Fruit£©£¨Mountain Spicy Fruit£©,MOL002005,354.38,3.57,0,6,56.5,0.82,0.21,0.64,0.35,15.3,TRUE,TRUE,TRUE,TRUE,TRUE
²à°ØÒ¶(Chinese Arborvitae Twig and Leaf),MOL002005,354.38,3.57,0,6,56.5,0.82,0.21,0.64,0.35,15.3,TRUE,TRUE,TRUE,TRUE,TRUE
ÇàÒ¶µ¨£¨Mile Swertia Herb£©,MOL007970,302.3,2.65,1,6,99.75,0.98,0.3,0.3,0.2,15.3,TRUE,TRUE,TRUE,TRUE,TRUE
ÁË¸çÍõ¸ù£¨Radix Wikstroemiae Indicae £©,MOL011122,608.6,-1.07,8,15,42.25,-2.21,-2.93,0.67,0.27,15.3,TRUE,FALSE,TRUE,TRUE,FALSE
ÍÁ±´Ä¸£¨Paniculate Bolbostemma£©,MOL010321,827.18,2.43,8,14,53.18,-2.17,-3.15,0.2,0.24,15.31,TRUE,FALSE,TRUE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010412,328.39,3.86,2,5,57.14,0.8,0.12,0.34,0.29,15.31,TRUE,TRUE,TRUE,TRUE,TRUE
Ç°ºú£¨Hogfennel Root£©,MOL013095,474,1.35,2,9,58.31,-0.08,-0.54,0.76,0.38,15.31,TRUE,TRUE,TRUE,TRUE,TRUE
½µÏã£¨Rosewood£©,MOL002963,294.37,4.1,0,3,40.66,1.22,0.62,0.25,0.37,15.33,TRUE,TRUE,TRUE,TRUE,TRUE
½ðÒø»¨(Honeysuckle Flower),MOL003017,182.19,1.02,2,4,30.51,0.64,0.41,0.05,0.28,15.34,TRUE,TRUE,FALSE,TRUE,FALSE
ÁãÁêÏã(Lysimachia foenumgraecum Hance),MOL003017,182.19,1.02,2,4,30.51,0.64,0.41,0.05,0.28,15.34,TRUE,TRUE,FALSE,TRUE,FALSE
¹ãÞ½Ïã£¨Cablin Patchouli Herb£©,MOL005897,182.19,1.44,3,4,54.13,0.42,0.11,0.05,0.31,15.35,TRUE,TRUE,FALSE,TRUE,FALSE
µ¹¿Û²Ý(Achyranthes aspera Linn),MOL008298,202.27,2.72,0,2,88.69,1.17,1.02,0.08,0.38,15.36,TRUE,TRUE,FALSE,TRUE,FALSE
¾©´óêª£¨Root of Peking Euphorbia£©£©,MOL003542,354.38,3.63,4,6,38.04,0.53,-0.49,0.39,0,15.37,TRUE,TRUE,TRUE,TRUE,TRUE
ÒùÑòÞ½£¨Epimedium Herb£©,MOL003542,354.38,3.63,4,6,38.04,0.53,-0.49,0.39,0,15.37,TRUE,TRUE,TRUE,TRUE,TRUE
¿à²Î£¨Lightyellow Sophora Root£©,MOL003542,354.38,3.63,4,6,38.04,0.53,-0.49,0.39,0,15.37,TRUE,TRUE,TRUE,TRUE,TRUE
Ç£Å£×Ó(Pharbitis Seed),MOL003542,354.38,3.63,4,6,38.04,0.53,-0.49,0.39,0,15.37,TRUE,TRUE,TRUE,TRUE,TRUE
Ïã¸½£¨Nutgrass Galingale Rhizome£©,MOL003542,354.38,3.63,4,6,38.04,0.53,-0.49,0.39,0,15.37,TRUE,TRUE,TRUE,TRUE,TRUE
Ê¯ÝÅÆÑ£¨Grassleaf Sweetflag Rhizome£©,MOL003542,354.38,3.63,4,6,38.04,0.53,-0.49,0.39,0,15.37,TRUE,TRUE,TRUE,TRUE,TRUE
²ñºú£¨Chinese Thorowax Root£©,MOL004635,781.1,1.11,8,13,32.39,-1.95,-2.93,0.09,0.25,15.37,TRUE,FALSE,FALSE,TRUE,FALSE
ÓñÖñ(Fragrant Solomonseal Rhizome)(Fragrant Solomonseal Rhizome),MOL010396,314.36,3.61,3,5,59.76,0.55,-0.2,0.3,0.34,15.38,TRUE,TRUE,TRUE,TRUE,TRUE
Ðì³¤Çä(Paniculate Swallowwort Root),MOL005619,402.47,4.66,0,5,33.83,0.87,0.14,0.85,0.35,15.39,TRUE,TRUE,TRUE,TRUE,TRUE
¹ãÞ½Ïã£¨Cablin Patchouli Herb£©,MOL005916,314.31,2.3,2,6,37.78,0.76,-0.14,0.3,0.24,15.41,TRUE,TRUE,TRUE,TRUE,TRUE
´¨Éä¸É£¨Blackberrylily Rhizome£©,MOL005916,314.31,2.3,2,6,37.78,0.76,-0.14,0.3,0.24,15.41,TRUE,TRUE,TRUE,TRUE,TRUE
¸ð»¨(Flower of Lobed Kudzuvine),MOL005916,314.31,2.3,2,6,37.78,0.76,-0.14,0.3,0.24,15.41,TRUE,TRUE,TRUE,TRUE,TRUE
Ã»Ò©(Myrrh),MOL000978,228.31,3.24,0,2,38.83,1.37,1.27,0.15,0.26,15.43,TRUE,TRUE,FALSE,TRUE,FALSE
¸ßÁ¼½ª(Lesser Galangal Rhizome),MOL002523,204.39,3.59,0,0,33.43,1.81,2.13,0.15,0.23,15.43,TRUE,TRUE,FALSE,TRUE,FALSE
¹ãÞ½Ïã£¨Cablin Patchouli Herb£©,MOL002523,204.39,3.59,0,0,33.43,1.81,2.13,0.15,0.23,15.43,TRUE,TRUE,FALSE,TRUE,FALSE
É½Ò©£¨Common Yam Rhizome£©,MOL005462,688.94,1.97,3,11,46.31,-0.58,-1.59,0.09,0.23,15.43,TRUE,FALSE,FALSE,TRUE,FALSE
µØ¶ú²Ý£¨Herba Hyperici Japonici£©,MOL007879,342.37,3.07,0,6,43.68,0.96,0.09,0.37,0.17,15.45,TRUE,TRUE,TRUE,TRUE,TRUE
É£Ò¶£¨Mulberry Leaf£©,MOL007879,342.37,3.07,0,6,43.68,0.96,0.09,0.37,0.17,15.45,TRUE,TRUE,TRUE,TRUE,TRUE
è×Êµ(Immature Orange Fruit),MOL007879,342.37,3.07,0,6,43.68,0.96,0.09,0.37,0.17,15.45,TRUE,TRUE,TRUE,TRUE,TRUE
Ü¾»¨£¨Lilac Daphne Flower Bud£©,MOL005580,578.57,-0.56,7,14,37.66,-1.83,-2.73,0.75,0.26,15.46,TRUE,FALSE,TRUE,TRUE,FALSE
ÇàÒ¶µ¨£¨Mile Swertia Herb£©,MOL007960,302.3,2.65,1,6,77.13,0.94,0.25,0.3,0.2,15.46,TRUE,TRUE,TRUE,TRUE,TRUE
ÒùÑòÞ½£¨Epimedium Herb£©,MOL004386,352.36,3.12,3,6,51.63,0.51,-0.54,0.55,0,15.47,TRUE,TRUE,TRUE,TRUE,TRUE
°Ù²¿£¨Stemona Root£©,MOL009381,401.5,3.59,1,6,62.64,0.06,-0.49,0.68,0.28,15.49,TRUE,TRUE,TRUE,TRUE,TRUE
»ÆÒ©×Ó(Air Potato),MOL000239,314.31,2.09,2,6,50.83,0.61,-0.22,0.29,0.29,15.5,TRUE,TRUE,TRUE,TRUE,TRUE
¸Ê²Ý£¨Liquorice Root£©,MOL000239,314.31,2.09,2,6,50.83,0.61,-0.22,0.29,0.29,15.5,TRUE,TRUE,TRUE,TRUE,TRUE
»ÆÜÎ£¨Milkvetch Root£©,MOL000239,314.31,2.09,2,6,50.83,0.61,-0.22,0.29,0.29,15.5,TRUE,TRUE,TRUE,TRUE,TRUE
ÏãÞ¸£¨Chinese Mosla£©,MOL000239,314.31,2.09,2,6,50.83,0.61,-0.22,0.29,0.29,15.5,TRUE,TRUE,TRUE,TRUE,TRUE
¹ãÞ½Ïã£¨Cablin Patchouli Herb£©,MOL005923,518.56,1.09,4,11,30.86,-0.65,-1.76,0.86,0.21,15.5,TRUE,FALSE,TRUE,TRUE,FALSE
½ðÜñÂó£¨Rhizoma Fagopyri Cymosi£©,MOL007301,312.29,1.84,2,6,59.7,0.66,-0.18,0.49,0.3,15.5,TRUE,TRUE,TRUE,TRUE,TRUE
ÔÂ¼¾»¨£¨Chinese Rose Flower£©,MOL012800,286.25,1.77,4,6,59.71,0.25,-0.37,0.24,0.4,15.5,TRUE,TRUE,TRUE,TRUE,TRUE
ÔÂ¼¾»¨£¨Chinese Rose Flower£©,MOL012800,286.25,1.77,4,6,59.71,0.25,-0.37,0.24,0.4,15.5,TRUE,TRUE,TRUE,TRUE,TRUE
»ÆÜÎ£¨Milkvetch Root£©,MOL000398,316.33,2.42,2,6,109.99,0.53,0.17,0.3,0,15.51,TRUE,TRUE,TRUE,TRUE,TRUE
É£é©£¨Mulberry Fruit£©,MOL000737,302.25,1.5,5,7,46.23,0,-0.77,0.27,0.41,15.51,TRUE,TRUE,TRUE,TRUE,TRUE
ÏÄ¿Ý²Ý£¨Common Selfheal FruitSpike£©,MOL000737,302.25,1.5,5,7,46.23,0,-0.77,0.27,0.41,15.51,TRUE,TRUE,TRUE,TRUE,TRUE
ÏãÞ¸£¨Chinese Mosla£©,MOL000737,302.25,1.5,5,7,46.23,0,-0.77,0.27,0.41,15.51,TRUE,TRUE,TRUE,TRUE,TRUE
É£Ö¦£¨Mulberry Twig£©,MOL000737,302.25,1.5,5,7,46.23,0,-0.77,0.27,0.41,15.51,TRUE,TRUE,TRUE,TRUE,TRUE
ÊìµØ»Æ£¨Prepared Rehmannia Root£©,MOL003721,236.67,-1.03,3,5,64.62,-0.55,-1.11,0.11,0,15.51,TRUE,FALSE,FALSE,TRUE,FALSE
Å£Ï¥£¨Medicinal Cyathula Root£©,MOL003847,402.47,4.66,0,5,38.81,0.68,0.3,0.85,0.34,15.51,TRUE,TRUE,TRUE,TRUE,TRUE
É£Ò¶£¨Mulberry Leaf£©,MOL003847,402.47,4.66,0,5,38.81,0.68,0.3,0.85,0.34,15.51,TRUE,TRUE,TRUE,TRUE,TRUE
°åÀ¶¸ù£¨Isatis Root£©,MOL001803,372.4,3.06,0,7,50.56,1.12,0.04,0.45,0.13,15.52,TRUE,TRUE,TRUE,TRUE,TRUE
»¯éÙºì(Pummelo Peel),MOL001803,372.4,3.06,0,7,50.56,1.12,0.04,0.45,0.13,15.52,TRUE,TRUE,TRUE,TRUE,TRUE
ÇàÆ¤£¨Green Tangerine Peel£©,MOL001803,372.4,3.06,0,7,50.56,1.12,0.04,0.45,0.13,15.52,TRUE,TRUE,TRUE,TRUE,TRUE
è×Êµ(Immature Orange Fruit),MOL001803,372.4,3.06,0,7,50.56,1.12,0.04,0.45,0.13,15.52,TRUE,TRUE,TRUE,TRUE,TRUE
Éú½ª£¨Fresh Ginger £©,MOL003358,228.21,2.43,2,4,92.98,0.68,0.15,0.16,0,15.53,TRUE,TRUE,FALSE,TRUE,FALSE
Á¬ÇÌ£¨Weeping Forsythia Capsule£©,MOL003358,228.21,2.43,2,4,92.98,0.68,0.15,0.16,0,15.53,TRUE,TRUE,FALSE,TRUE,FALSE
Á¬ÇÌ£¨Weeping Forsythia Capsule£©,MOL003360,228.26,2.41,1,3,46.99,0.63,0.38,0.11,0.43,15.53,TRUE,TRUE,FALSE,TRUE,FALSE
¿à²Î£¨Lightyellow Sophora Root£©,MOL006626,356.4,3.89,4,6,60.97,0.33,-0.36,0.4,0.37,15.53,TRUE,TRUE,TRUE,TRUE,TRUE
²ñºú£¨Chinese Thorowax Root£©,MOL004598,432.46,2.54,0,9,31.97,0.75,0.08,0.59,0.13,15.54,TRUE,TRUE,TRUE,TRUE,TRUE
¿à²Î£¨Lightyellow Sophora Root£©,MOL006604,354.43,4.41,2,5,48.09,0.8,0,0.39,0.3,15.54,TRUE,TRUE,TRUE,TRUE,TRUE
Ñ»µ¨×Ó£¨Java Brucea Fruit£©,MOL008109,396.43,-1.41,4,9,55.76,-0.88,-1.16,0.65,0.35,15.54,TRUE,FALSE,TRUE,TRUE,FALSE
¸Ê²Ý£¨Liquorice Root£©,MOL004949,354.38,3.63,4,6,45.17,0.54,-0.42,0.42,0,15.55,TRUE,TRUE,TRUE,TRUE,TRUE
¹³ÌÙ(Gambir Plant Nod),MOL008476,432.56,5.4,1,5,40.21,0.74,0.08,0.8,0.34,15.55,TRUE,TRUE,TRUE,TRUE,TRUE
ÇàÒ¶µ¨£¨Mile Swertia Herb£©,MOL007967,332.33,2.63,1,7,97.52,0.96,0.21,0.37,0.14,15.56,TRUE,TRUE,TRUE,TRUE,TRUE
¸Ê²Ý£¨Liquorice Root£©,MOL005007,368.41,3.22,2,6,72.67,0.49,-0.04,0.59,0,15.57,TRUE,TRUE,TRUE,TRUE,TRUE
ÍÁÜòÜß£¨Poria£©£¨Glabrous Greenbrier Rhizome£©,MOL004567,434.43,0.89,6,10,34.65,-0.91,-1.39,0.7,0.35,15.58,TRUE,FALSE,TRUE,TRUE,FALSE
ÝÃÝÖ£¨Smilacis Chinae Rhizoma£©£¨Smilacis Chinae Rhizoma£©,MOL004567,434.43,0.89,6,10,34.65,-0.91,-1.39,0.7,0.35,15.58,TRUE,FALSE,TRUE,TRUE,FALSE
ÝÃÝÖ£¨Smilacis Chinae Rhizoma£©£¨Smilacis Chinae Rhizoma£©,MOL004567,434.43,0.89,6,10,34.65,-0.91,-1.39,0.7,0.35,15.58,TRUE,FALSE,TRUE,TRUE,FALSE
ÍÁÜòÜß£¨Poria£©£¨Glabrous Greenbrier Rhizome£©,MOL004575,450.43,0.63,7,11,36.46,-1.29,-1.85,0.74,0.37,15.58,TRUE,FALSE,TRUE,TRUE,FALSE
ÝÃÝÖ£¨Smilacis Chinae Rhizoma£©£¨Smilacis Chinae Rhizoma£©,MOL004575,450.43,0.63,7,11,36.46,-1.29,-1.85,0.74,0.37,15.58,TRUE,FALSE,TRUE,TRUE,FALSE
ÝÃÝÖ£¨Smilacis Chinae Rhizoma£©£¨Smilacis Chinae Rhizoma£©,MOL004575,450.43,0.63,7,11,36.46,-1.29,-1.85,0.74,0.37,15.58,TRUE,FALSE,TRUE,TRUE,FALSE
ÂúÉ½ºì(Dahurian Rhododendron Leaf),MOL012444,286.3,2.78,3,5,38.45,0.45,-0.18,0.24,0.37,15.58,TRUE,TRUE,TRUE,TRUE,TRUE
ÂúÉ½ºì(Dahurian Rhododendron Leaf),MOL012427,286.3,2.78,3,5,46.28,0.44,-0.31,0.24,0.38,15.59,TRUE,TRUE,TRUE,TRUE,TRUE
è×Êµ(Immature Orange Fruit),MOL013445,262.28,1.64,3,5,30.61,0.33,-0.26,0.16,0.35,15.59,TRUE,TRUE,FALSE,TRUE,FALSE
¼¦ÑªÌÙ£¨Suberect Spatholobus Stem£©£¨Suberect Spatholobus Stem£©,MOL000470,418.38,0.19,7,10,35.54,-1.37,-2.28,0.66,0,15.61,TRUE,FALSE,TRUE,TRUE,FALSE
½µÏã£¨Rosewood£©,MOL003001,286.3,2.43,2,5,52.83,0.44,-0.13,0.24,0.34,15.61,TRUE,TRUE,TRUE,TRUE,TRUE
³ÂÆ¤(Dried Tangerine Peel),MOL005815,404.45,3,0,8,86.9,0.88,0.16,0.51,0.14,15.62,TRUE,TRUE,TRUE,TRUE,TRUE
Ðø¶Ï£¨Himalayan Teasel Root£©,MOL009322,686.83,-1.21,7,15,48.02,-2.58,-3.58,0.53,0.25,15.62,TRUE,FALSE,TRUE,TRUE,FALSE
½µÏã£¨Rosewood£©,MOL003003,284.28,2.32,2,5,72.71,0.52,-0.23,0.24,0.34,15.63,TRUE,TRUE,TRUE,TRUE,TRUE
É½¶¹¸ù£¨Vietnamese Sophora Root£©,MOL003656,338.38,3.92,3,5,51.64,0.68,-0.23,0.37,0.36,15.63,TRUE,TRUE,TRUE,TRUE,TRUE
¸Ê²Ý£¨Liquorice Root£©,MOL003656,338.38,3.92,3,5,51.64,0.68,-0.23,0.37,0.36,15.63,TRUE,TRUE,TRUE,TRUE,TRUE
½µÏã£¨Rosewood£©,MOL002940,302.3,2.16,3,6,52.06,0.2,-0.26,0.27,0.34,15.64,TRUE,TRUE,TRUE,TRUE,TRUE
¸Ê²Ý£¨Liquorice Root£©,MOL004810,354.38,2.97,3,6,75.84,0.43,-0.15,0.54,0,15.64,TRUE,TRUE,TRUE,TRUE,TRUE
ºñÆÓ(Officinal Magnolia Bark),MOL005980,302.3,2.28,3,6,57.44,0.29,-0.44,0.27,0,15.66,TRUE,TRUE,TRUE,TRUE,TRUE
Äµµ¤Æ¤(Tree Peony Root Bark),MOL007003,584.62,0.76,4,12,31.14,-1.35,-2.08,0.54,0.4,15.66,TRUE,FALSE,TRUE,TRUE,FALSE
³àÉÖ£¨Red Peony Root£©,MOL007003,584.62,0.76,4,12,31.14,-1.35,-2.08,0.54,0.4,15.66,TRUE,FALSE,TRUE,TRUE,FALSE
°ëÖ¦Á«£¨Barbated Skullcup Herb£©,MOL002719,288.27,2.03,4,6,33.23,0.27,-0.27,0.24,0.34,15.67,TRUE,TRUE,TRUE,TRUE,TRUE
ºì»¨£¨Safflower£©,MOL002719,288.27,2.03,4,6,33.23,0.27,-0.27,0.24,0.34,15.67,TRUE,TRUE,TRUE,TRUE,TRUE
¸Ê²Ý£¨Liquorice Root£©,MOL004885,354.38,2.97,3,6,52.47,0.39,-0.22,0.54,0,15.67,TRUE,TRUE,TRUE,TRUE,TRUE
¸Ê²Ý£¨Liquorice Root£©,MOL004993,356.4,3.89,4,6,53.79,0.43,-0.44,0.4,0,15.7,TRUE,TRUE,TRUE,TRUE,TRUE
½õµÆÁý£¨Franchet Groundcherry Fruit£©,MOL007236,544.6,-0.77,3,11,86.74,-1.59,-2.17,0.13,0.38,15.7,TRUE,FALSE,FALSE,TRUE,FALSE
´óÔæ£¨Chinese Date£©,MOL012940,311.46,1.24,1,3,113.52,0.29,0.14,0.61,0.27,15.71,TRUE,TRUE,TRUE,TRUE,TRUE
¸½×Ó£¨Prepared Common Monkshood Daughter Root£©,MOL002410,463.67,3.12,2,5,34.06,0.19,-0.38,0.53,0.31,15.72,TRUE,TRUE,TRUE,TRUE,TRUE
¹ãÞ½Ïã£¨Cablin Patchouli Herb£©,MOL005890,356.4,2.99,1,6,75.06,0.83,0.12,0.4,0.19,15.72,TRUE,TRUE,TRUE,TRUE,TRUE
´ó»Æ£¨Rhubarb£©,MOL002251,552.96,10.9,0,1,48.64,1.97,0.84,0.61,0.32,15.73,TRUE,TRUE,TRUE,TRUE,TRUE
¸Ê²Ý£¨Liquorice Root£©,MOL004884,352.36,2.85,3,6,38.93,0.46,-0.18,0.55,0,15.73,TRUE,TRUE,TRUE,TRUE,TRUE
¿à²Î£¨Lightyellow Sophora Root£©,MOL006622,562.57,-0.56,6,13,42.41,-1.67,-2.25,0.76,0.29,15.73,TRUE,FALSE,TRUE,TRUE,FALSE
½µÏã£¨Rosewood£©,MOL002973,298.26,0.64,1,6,55.78,-0.06,-0.85,0.28,0.35,15.74,TRUE,TRUE,TRUE,TRUE,TRUE
ÒùÑòÞ½£¨Epimedium Herb£©,MOL004384,336.36,3.39,2,5,45.67,0.75,-0.11,0.5,0,15.74,TRUE,TRUE,TRUE,TRUE,TRUE
