,name,MOL_ID,MV,ALOGP,HDON,HACC,OB,CACO2,BBB,DL,FASA,HL,OBÖµ,Caco2Öµ,DLÖµ,HLÖµ,»ã×Ü
18540,ÂúÉ½ºì,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
19282,â¨ºïÌÒ¸ù,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
19517,Äµ¾£×Ó,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
19713,Ä¾ºûµû,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
20110,ÄÏ¹Ï×Ó,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
20394,Å£Ýò×Ó,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
20706,Å£Ï¥,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
21619,Ç£Å£×Ó,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
21716,Ç°ºú,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
21917,Ç¼»î,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
23466,ÔÂ¼¾»¨,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
24176,É³¼¬,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
24849,É½ÜïÝÇ,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
25153,Éì½î²Ý,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
25829,Ê¯ÉÏ°Ø,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
25886,Ê¹¾ý×Ó,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
26723,ÌìÄÏÐÇ,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
26798,ÌìÏÉ×Ó,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
26946,ÝãÜÂ×Ó,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
27182,Íõ²»ÁôÐÐ,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
27408,ÎÚÒ©,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
27467,ÎÚÒ©,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
27509,ÎÞ»¼×Ó,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
27813,Î÷ºÓÁø,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
27920,Î÷ºì»¨,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
28216,Ï¸ÐÁ,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
28498,ÏÉÃ©,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
28715,Ïã¼ÓÆ¤,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
28840,ÏãÞ¸,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
29552,Ñ°¹Ç·ç,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
30783,Óà¸Ê×Ó,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
30972,ÓñÃ×Ðë,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
31763,ÔÂ¼¾»¨,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
31832,ÔÂ¼¾»¨,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
31904,Ôí½Ç´Ì,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
31921,ÔóÀ¼,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
32653,×Ï»¨µØ¶¡,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
33142,×ÏËÕ×Ó,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
33865,µÆÕµÏ¸ÐÁ,MOL000860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,,FALSE,TRUE,FALSE,TRUE,FALSE
32621,×Ï²Ý,MOL000861,326.68,9.18,1,1,11.65,1.38,0.8,0.22,0.15,,FALSE,TRUE,TRUE,TRUE,FALSE
18541,ÂúÉ½ºì,MOL000861,326.68,9.18,1,1,11.65,1.38,0.8,0.22,0.15,,FALSE,TRUE,TRUE,TRUE,FALSE
6448,µØ¶ú²Ý,MOL000861,326.68,9.18,1,1,11.65,1.38,0.8,0.22,0.15,,FALSE,TRUE,TRUE,TRUE,FALSE
32045,ÔóÐº,MOL000861,326.68,9.18,1,1,11.65,1.38,0.8,0.22,0.15,,FALSE,TRUE,TRUE,TRUE,FALSE
21177,èÁèËÒ¶,MOL000863,142.32,4.93,0,0,17.74,1.78,1.93,0.01,0.17,,FALSE,TRUE,FALSE,TRUE,FALSE
20019,Ä¾Ôô,MOL000863,142.32,4.93,0,0,17.74,1.78,1.93,0.01,0.17,,FALSE,TRUE,FALSE,TRUE,FALSE
14362,¾Õ»¨,MOL000863,142.32,4.93,0,0,17.74,1.78,1.93,0.01,0.17,,FALSE,TRUE,FALSE,TRUE,FALSE
4511,ÜûÎµ×Ó,MOL000863,142.32,4.93,0,0,17.74,1.78,1.93,0.01,0.17,,FALSE,TRUE,FALSE,TRUE,FALSE
8730,¸É½ª,MOL000863,142.32,4.93,0,0,17.74,1.78,1.93,0.01,0.17,,FALSE,TRUE,FALSE,TRUE,FALSE
16850,ÁãÁêÏã,MOL000863,142.32,4.93,0,0,17.74,1.78,1.93,0.01,0.17,,FALSE,TRUE,FALSE,TRUE,FALSE
19493,Äµ¾£Ò¶,MOL000863,142.32,4.93,0,0,17.74,1.78,1.93,0.01,0.17,,FALSE,TRUE,FALSE,TRUE,FALSE
20707,Å£Ï¥,MOL000863,142.32,4.93,0,0,17.74,1.78,1.93,0.01,0.17,,FALSE,TRUE,FALSE,TRUE,FALSE
22726,ÈË²ÎÒ¶,MOL000863,142.32,4.93,0,0,17.74,1.78,1.93,0.01,0.17,,FALSE,TRUE,FALSE,TRUE,FALSE
23803,É£Ò¶,MOL000863,142.32,4.93,0,0,17.74,1.78,1.93,0.01,0.17,,FALSE,TRUE,FALSE,TRUE,FALSE
28217,Ï¸ÐÁ,MOL000863,142.32,4.93,0,0,17.74,1.78,1.93,0.01,0.17,,FALSE,TRUE,FALSE,TRUE,FALSE
31478,Ü¾Ý´,MOL000863,142.32,4.93,0,0,17.74,1.78,1.93,0.01,0.17,,FALSE,TRUE,FALSE,TRUE,FALSE
12594,¼¦ÊºÌÙ,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
21620,Ç£Å£×Ó,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
18542,ÂúÉ½ºì,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
22603,ÈË²Î,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
10171,¹ðÖ¦,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
18021,Âí±Þ²Ý,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
27094,ÍÁÜòÜß,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
28171,Ï¸ÐÁ,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
15553,À±½·,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
9156,¹¦ÀÍÄ¾,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
8868,¸ßÁ¼½ª,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
22727,ÈË²ÎÒ¶,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
19198,Ãµ¹å»¨,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
15199,¿àÐÓÈÊ,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
23283,ÈýÆß,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
15429,À¥²¼,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
32189,èÙ×Ó,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
6841,°²Ï¢Ïã,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
11428,ºú½·,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
14363,¾Õ»¨,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
25308,ÉýÂé,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
21148,èÁèËÒ¶,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
24177,É³¼¬,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
10776,ºÚÖ¥Âé,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
26038,ÊóÇú²Ý,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
391,°²Ï¢Ïã,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
1610,°×ÜÆ,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
2972,ÜêÜØ,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
3295,²Ô¶ú×Ó,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
3879,²ñºú,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
4512,ÜûÎµ×Ó,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
5019,´¨Üº,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
9374,èÛè½×Ó,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
12238,»ÆÜË,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
13826,½õµÆÁý,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
15372,¿î¶¬»¨,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
16743,ÁèÏö»¨,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
20006,Ä¾Ôô,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
20278,ÄÏÉßÌÙ¹û,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
20395,Å£Ýò×Ó,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
21389,Üù²Ë,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
22967,Èâ¹ð,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
23670,É£é©,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
23804,É£Ò¶,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
24526,É½èÍ,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
24850,É½ÜïÝÇ,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
26724,ÌìÄÏÐÇ,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
27831,Î÷ºÓÁø,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
29184,ÐÁÒÄ,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
30973,ÓñÃ×Ðë,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
31479,Ü¾Ý´,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
32852,×ÏËÕ,MOL000864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,,FALSE,TRUE,FALSE,TRUE,FALSE
9375,èÛè½×Ó,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
18807,Ã¨×¦²Ý,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
24178,É³¼¬,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
20708,Å£Ï¥,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
19714,Ä¾ºûµû,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
15373,¿î¶¬»¨,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
7536,°×Ç°,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
27095,ÍÁÜòÜß,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
25154,Éì½î²Ý,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
20007,Ä¾Ôô,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
21178,èÁèËÒ¶,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
20396,Å£Ýò×Ó,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
23805,É£Ò¶,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
1086,°×Ç°,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
1611,°×ÜÆ,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
2565,±¡ºÉ,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
3296,²Ô¶ú×Ó,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
4441,³àÉÖ,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
4513,ÜûÎµ×Ó,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
6006,µ¤²Î,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
9157,¹¦ÀÍÄ¾,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
10172,¹ðÖ¦,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
12781,¼±ÐÔ×Ó,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
14116,¾Â²Ë×Ó,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
15200,¿àÐÓÈÊ,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
15554,À±½·,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
16744,ÁèÏö»¨,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
16863,ÁãÁêÏã,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
20071,Ä¹Í·»Ø,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
23094,ÈéÏã,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
24851,É½ÜïÝÇ,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
26773,ÌìÉ½Ñ©Á«,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
27252,ÍþÁéÏÉ,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
27814,Î÷ºÓÁø,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
28075,Î÷Ñó²Î,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
28218,Ï¸ÐÁ,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
28841,ÏãÞ¸,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
29221,ÐÁÒÄ,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
30460,ÒøÐÓÒ¶,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
31480,Ü¾Ý´,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
32853,×ÏËÕ,MOL000865,226.5,7.67,0,0,12.32,1.81,1.85,0.06,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
4514,ÜûÎµ×Ó,MOL000866,154.33,4.28,0,0,26.62,1.84,2.16,0.02,0.27,,FALSE,TRUE,FALSE,TRUE,FALSE
15201,¿àÐÓÈÊ,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
21621,Ç£Å£×Ó,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
32854,×ÏËÕ,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
23671,É£é©,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
12239,»ÆÜË,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
23806,É£Ò¶,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
31481,Ü¾Ý´,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
17574,È„²Ý,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
8731,¸É½ª,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
22728,ÈË²ÎÒ¶,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
20397,Å£Ýò×Ó,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
29222,ÐÁÒÄ,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
11429,ºú½·,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
9158,¹¦ÀÍÄ¾,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
16851,ÁãÁêÏã,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
16746,ÁèÏö»¨,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
13827,½õµÆÁý,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
28842,ÏãÞ¸,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
15568,À±½·,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
7062,°ÍêªÌì,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
26039,ÊóÇú²Ý,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
9009,¸ð»¨,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
612,°ÍêªÌì,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
788,°×¸½×Ó,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
1087,°×Ç°,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
1202,°×ÉÖ,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
1612,°×ÜÆ,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
2463,°ëÖ¦Á«,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
2973,ÜêÜØ,MOL000867,240.53,8.13,0,0,8.64,1.84,1.87,0.07,0.14,,FALSE,TRUE,FALSE,TRUE,FALSE
